mean_x,std_x,mean_y,std_y,mean_z,std_z,median_x,median_y,median_z,rms_x,rms_y,rms_z,Activity,window_size,extra_cols,classifier,accuracy
-9.67473157519,4.993183309043487,-4.81093369213166,3.4610651148202702,2.5573786255775706,1.881138974455199,-9.202863,-4.705015899999999,2.4417224,10.887254502843629,5.926555046493149,3.1747234959560457,1.0,,,,
-10.14781295559,4.979664604904259,-4.504858337764289,3.4621529040737467,2.53487813485119,1.8399368625254733,-9.722582,-4.389472,2.391427,11.30376783904272,5.681571206498315,3.1322475663055003,1.0,,,,
-10.26105534935,5.494503192447669,-4.18906099951996,3.472559797434483,2.53903636811772,1.8957806713917305,-10.12674125,-3.9559735,2.3770568,11.63953702748704,5.441222620372868,3.168704787866314,1.0,,,,
-9.853930170892,6.048687031989871,-4.02307884128636,3.2910369457511623,2.45050351275638,1.9061411118192155,-9.969269,-3.7805383,2.3123913,11.562290198043728,5.197700216586672,3.1045678288932184,1.0,,,,
-9.3189490276135,6.248252970141504,-4.29897371410327,3.32018816218534,2.30155078122673,1.912718398288653,-9.439969,-4.2822948,2.07588315,11.219780575311654,5.431834351935498,2.9925954737848017,1.0,,,,
-8.492923196870901,6.499060486802071,-4.783709497645999,3.5297442038731126,1.92791959097148,2.1663609442505525,-8.884325,-4.869075,1.9172131,10.694275648170835,5.94499543335774,2.899998912073207,1.0,,,,
-7.376344732630761,6.867859925891684,-5.3303679133662,3.616216856591976,1.4505253771595803,2.3579889565686645,-8.286169000000001,-5.1600695,1.719624,10.078589265183815,6.4412612465063,2.7684175604636883,1.0,,,,
-6.06037502614919,6.60104271950641,-5.801845950886,3.376099455437378,1.05857384414621,2.4027409504676926,-7.7963875,-5.83007615,1.3915063,8.961133323543477,6.712634651969139,2.62559377257124,1.0,,,,
-4.559087448044689,6.815738616754584,-5.9829818770523,3.4510886496227657,0.8908002112463901,2.470032040675724,-5.7660093,-6.521638149999999,1.1579919,8.19997385671676,6.906959172363142,2.6257538533383693,1.0,,,,
-2.6616327444846903,7.337475858888702,-5.93229332446863,3.4647063142421164,0.85235104691599,2.471206249351128,-0.09340576,-6.265371099999999,1.0849439,7.805308504235281,6.86995589006831,2.6140701279825787,1.0,,,,
-1.4992977919246904,7.074449239099306,-6.02993072601233,3.3449641650485504,0.6796828322594901,2.446990505619201,0.19279908,-6.4569726,0.6682104449999999,7.231578382722751,6.895567404207324,2.539632116480416,1.0,,,,
-1.33620845644469,6.763208363311782,-5.7956435689697,3.4207187345518157,0.7345542864607201,2.444721524511609,0.19279908,-6.0791582,0.7472461,6.893942297745517,6.729844057588082,2.552691389919311,1.0,,,,
-1.5170363782446898,6.466718416031547,-5.57330109410403,3.4457370944203816,0.82120956567392,2.388665427488872,0.104782103,-5.53548875,1.09212885,6.642277203275946,6.55246436155175,2.525887502489955,1.0,,,,
-2.05838252302169,6.45514152493709,-5.27019784138003,3.5931474807428896,1.02494046488016,2.4371872357345348,-0.058079225,-5.1109715,1.8297949,6.775381223078763,6.378533852356331,2.643933542768445,1.0,,,,
-2.4501380247501903,6.6421684150820886,-4.77754495881003,3.674119128778672,1.2505778893605,2.517573353787647,-0.13891113,-2.90336235,3.0949639,7.079659426458371,6.026946756518468,2.8110710857356387,1.0,,,,
-3.45423618796879,6.852724120227016,-4.019605823660031,3.4719641916833397,1.7355625184598,2.4119579081284783,-9.307046,-1.6429834,3.2572265,7.674084669210674,5.311474967081457,2.9714841756378285,1.0,,,,
-4.44486081000893,6.921889404028542,-3.2722839299900306,3.0972943243277062,2.2795509682158,2.1030059433860213,-9.354946,-1.5986755,3.3206947,8.226137644238385,4.505671342872627,3.1014491152702344,1.0,,,,
-5.3998059905755005,6.887835690408431,-2.49258879453603,2.435470491898639,2.7856013507158,1.6470949877246173,-9.378897,-1.5663428,3.3602123,8.75215317701417,3.4848981929972616,3.2361237281193755,1.0,,,,
-6.66668917292,6.198855196158756,-2.05372613473003,1.6419108070430253,3.0241973873188,1.2291891609699443,-9.399254,-1.5483801,3.3715888,9.103326330044045,2.6293843642111034,3.264456437281994,1.0,,,,
-8.418601531699998,3.773008567933833,-1.9011449486316,1.3880396214230737,3.1118228891742,1.0401569702706392,-9.411229,-1.5519726,3.359015,9.225423860356967,2.3539341762988526,3.281062056162769,1.0,,,,
-9.42289620835,0.0696541784966348,-1.520224756087,0.1579240237704696,3.34336846766,0.1422174147037749,-9.419612,-1.5459851,3.3554223,9.4231536471565,1.5284054783674503,3.3463918634236784,1.0,,,,
-9.42487246,0.0708126393473456,-1.494082279934,0.17941178675881,3.3549954490900005,0.1379075798120361,-9.42081,-1.5376025,3.3721876,9.425138477346517,1.5048157523234424,3.357828608488561,1.0,,,,
-9.4296567533,0.0766617729667592,-1.472813907955,0.1887913851099469,3.35522213778,0.1504042681898379,-9.424402,-1.5232325,3.3793726,9.42996837282558,1.4848646384628506,3.358591525883836,1.0,,,,
-9.42222536415,0.1029564889137795,-1.4700310148852,0.256427873582662,3.37568051481,0.2064352326068752,-9.423204,-1.5256275,3.3865576,9.42278784922175,1.4922286818964905,3.381986759780316,1.0,,,,
-9.406041018,0.1201517168901257,-1.4884306324552,0.269859474046092,3.40937844011,0.2425453139882694,-9.419612,-1.53401,3.39015,9.406808389000496,1.5126962297049,3.417994964482037,1.0,,,,
-9.38710443925,0.1388524305447297,-1.5027219534912002,0.2851736140101296,3.45450503977,0.2914998650328625,-9.413624,-1.5531702,3.4009278,9.388131323690311,1.5295415194207729,3.466781971960525,1.0,,,,
-9.3671213575,0.151724770032178,-1.5246290772212,0.2969789918511411,3.4980493693899994,0.3193365894574523,-9.404044,-1.6034656,3.4152977,9.368350064551066,1.553283729622276,3.5125952297490945,1.0,,,,
-9.37497043437,0.7658573552565017,-1.5427003376181,0.670570716299735,3.4686158963297,0.7676659398393842,-9.389674,-1.6393908,3.4164953,9.406200515293737,1.6821383466426711,3.552549398876893,1.0,,,,
-9.386352168460002,1.1248063350879016,-1.5646577570594895,1.0926538060869848,3.42377813715105,1.165458226640636,-9.3615325,-1.660946,3.4152977,9.453507091117435,1.908414587211806,3.6167042470290336,1.0,,,,
-9.41785649485,1.41109191623378,-1.54554921314482,1.3351811594300749,3.38298305138239,1.509000570872154,-9.310638,-1.6399895999999998,3.4679883,9.52298279708877,2.042408161643899,3.704275509304484,1.0,,,,
