mean_x,std_x,mean_y,std_y,mean_z,std_z,median_x,median_y,median_z,rms_x,rms_y,rms_z,Activity
2.3325765877646,5.624461860393836,-6.754268820806001,3.763049028464109,2.9775056404215,3.2345246539205053,3.76916195,-6.7186283499999995,2.60159,6.088964177658827,7.73179702878553,4.396326827655265,outdoor walk
-4.7799578146345,8.037273999770713,-5.230989104980001,3.320241489105861,2.68991948138575,2.5542714691867365,-8.1041475,-4.7295648,2.5818311,9.351244305282359,6.1957445527070725,3.709443294436505,outdoor walk
-10.65925295545,2.2660414867978274,-3.9080761124330996,2.4145308220936244,2.4910238910424,1.6497712284296717,-10.406959,-3.3614099,2.5195606,10.897459226267308,4.593802128021006,2.9877993794594655,outdoor walk
-8.749019514567498,6.7642105115798286,-4.25768669232775,2.934758023845856,2.2660094132577,2.35075065961598,-10.155481,-3.7212616499999998,2.4010072,11.058927900626262,5.171141134077898,3.265092238307744,outdoor walk
-9.7761769367175,7.519879131098821,-4.61486792909215,3.7485391430542494,2.2307080200404004,2.5719970658408107,-11.209889,-4.25056075,1.97229855,12.333783589975248,5.945464801844609,3.40458913488343,outdoor walk
-13.03450400855,4.384583523619823,-4.450199561083,4.460595299640451,2.5066555804707,2.2245710850834834,-13.04207875,-4.1918827499999995,2.120191,13.752195003871362,6.300887759723849,3.351423385920438,outdoor walk
-13.025872954599999,4.505120048334766,-4.269196566564,4.409388291698253,2.6467839833748497,2.3109446128970634,-13.122312,-3.8871167,2.25790465,13.782941372554975,6.137486817169344,3.513677625868315,outdoor walk
-12.37515812675,3.739131275581952,-4.1251624875895,3.746859804543613,2.70397944542195,2.17274187867554,-12.0146155,-3.5679803999999997,2.37526065,12.92770827943227,5.572784218316746,3.4687623315261757,outdoor walk
-10.85415966135,2.934340577346799,-3.6260739412359997,2.8584573400643456,2.1905674897084,1.80892939024732,-10.226733,-2.9099488,1.94475585,11.243804364090542,4.617270903063682,2.840917363435252,outdoor walk
-9.72372362045,1.9461674654602938,-2.1857690677511497,1.938004547694879,1.9395460915357998,1.3906176432281137,-9.5698995,-2.22138055,1.83219,9.916570417766083,2.921206607623597,2.3865574518224175,outdoor walk
-9.72321467395,2.5051490455369962,-1.24759980225385,1.7603808160528114,2.2503681336221,1.6870017246694646,-9.7603035,-1.3591735,1.8549426,10.04075073568065,2.1576482299278092,2.8124956099271623,outdoor walk
-9.6948516496,3.0580749239432836,-1.2663204706677,1.957325362232236,2.3435888835303493,1.8859124934870153,-9.883047999999999,-1.4190491,1.9196081,10.165725293760527,2.331242181342303,3.008168011946381,outdoor walk
