mean_x,std_x,mean_y,std_y,mean_z,std_z,median_x,median_y,median_z,rms_x,rms_y,rms_z,Activity
-9.482385280799,2.4936507864126365,-3.3933124088762,1.6103199125122853,2.63940468953421,1.739582690465552,-9.114844999999999,-3.1757958,2.6045837,9.804790913532521,3.7560217417989974,3.1611081999992576,indoor walk
-10.618515124,2.156905042719877,-1.49917720512107,1.317694122643302,-1.23428684690363,1.6406496423353296,-10.188413,-1.34420475,-1.2011023,10.835363528831286,1.9959584397485146,2.0530940722076885,indoor walk
-2.8399366808628,2.0563184565619985,-7.6172337590585695,2.5194280933602555,-0.38505771182029,4.209129715126535,-2.7925928,-8.239466,-1.6082556,3.506235295314269,8.023077218733125,4.226705856833838,indoor walk
-6.214248560362739,3.7433376759709858,-4.6010798044077,3.801535014373098,1.26710280423648,3.277096071836682,-8.769364,-3.805686,0.7472461,7.254616607810108,5.968383686730694,3.513532151631939,indoor walk
-8.5136064656368,3.0800081048407977,-3.3993003172840006,2.1555110021356967,2.48450452494396,2.355349483234955,-8.738229,-2.9782069,2.4489074,9.053615022609351,4.025105008247007,3.4235119282167226,indoor walk
-6.972487076261999,2.20179867926275,-5.660288446689999,1.4560081205221558,3.1582980042999997,0.47473555570535014,-7.795789,-5.2187476,3.2189062,7.311873457100021,5.844555153881154,3.1937783473209644,indoor walk
-5.7938475487026,3.701597588919638,-5.50285555138552,2.89985277519453,0.84105864653789,3.437799604352581,-6.3833258,-4.02962,0.69575316,6.875354109273412,6.220174060041877,3.5391871618498656,indoor walk
-1.0787722434532399,4.589153353698072,-6.4558495134998,1.9727397536706068,-1.48158674122745,4.5322059997159565,-0.057480468500000007,-6.6485744,0.18681153,4.714242044804594,6.75053294760258,4.768227185825177,indoor walk
-10.457401561229998,2.102747471738391,-1.5963623075460203,1.3221323345342204,-1.1376372711422702,1.6376094841273758,-9.992022,-1.470542,-1.260379,10.666714318041796,2.072777490946523,1.993986806173993,indoor walk
-8.5042640941368,3.0821642843468617,-3.4513770232226,2.140760976137845,2.4487211372693602,2.349277873485563,-8.734636,-3.0416749,2.4165747,9.045564905440003,4.0613865752207765,3.39342625306026,indoor walk
-9.4287768351,1.8276891425276773,-2.51626667688426,1.1526781728318705,2.78383119380367,1.4685290369637818,-9.244776,-2.3435266,3.0380824,9.604284471413367,2.767718367052756,3.147426511930046,indoor walk
