187629002,-1.4429992,4.939728,9.280701
187629012,-1.6561561,4.7385464,8.721463
187629112,-1.7998571,4.418811,8.702304
187629122,-1.663341,4.390071,8.819659
187629132,-1.4897021,4.770879,9.253158
187629142,-1.3998889,4.8187795,9.392069
187629152,-1.2082874,5.029541,9.815988
187629162,-1.1879296,4.4655137,10.371632
187629172,-1.2502002,3.0955627,10.460248
187629182,-1.5699353,2.215393,10.692565
187629192,-1.6932788,1.1831397,10.150093
187629202,-1.3831238,1.0502161,9.983639
187629212,-0.66342044,2.0728893,9.659114
187629222,-0.59516233,2.7662475,9.678274
187629232,-0.70293826,3.119513,9.772877
187629242,-0.44786865,4.0894957,9.8447275
187629252,-0.45026368,4.797224,10.030342
187629262,-0.8083191,4.9948134,9.823173
187629272,-1.3747412,5.503755,10.000404
187629282,-1.717229,6.377937,9.610016
187629292,-1.9112256,6.8317933,9.660312
187629302,-2.066902,6.9383717,9.695039
187629312,-2.6644592,6.8329906,9.918973
187629322,-3.0105395,6.5060706,10.09381
187629332,-3.6476147,5.5133348,10.491383
187629342,-3.878734,4.782854,10.571616
187629352,-4.176914,4.077521,10.717712
187629362,-3.9505847,3.7613783,10.193203
187629372,-4.0823107,3.4236803,9.674682
187629382,-3.3662,2.9183314,9.617201
187629392,-3.194956,3.3518298,9.295071
187629402,-2.9710217,4.1002736,9.109457
187629412,-2.8967762,4.555327,8.630453
187629422,-2.9099488,4.7768664,8.595725
187629432,-2.7890003,4.526587,8.546627
187629442,-2.44771,3.9661524,8.426876
187629452,-1.6860938,4.164939,8.969348
187629462,-1.2274475,3.6955152,9.317823
187629472,-0.9412427,3.3326697,9.572893
187629482,-0.6993457,3.441643,9.539363
187629492,-0.42272094,3.5314562,9.369316
187629502,0.0981958,3.359015,9.20406
187629512,0.48499146,2.398612,9.136999
187629521,0.8945398,1.2418176,9.485475
187629532,1.1244617,0.16525635,9.928554
187629541,1.3903089,-0.14968872,10.516531
187629551,1.8800904,0.35326537,10.323731
187629561,1.8705102,0.6143225,10.39678
187629571,1.8561401,0.36524048,10.772798
187629581,1.9148182,0.09699829,10.807526
187629591,1.8788928,-0.04670288,10.639874
187629601,2.0190015,0.31734008,10.380014
