195370502,-1.2142749,3.2799792,9.432784
195370512,-1.2789404,3.241659,9.642348
195370522,-1.2382251,3.2739916,9.730965
195370532,-1.2106824,3.2763867,9.734557
195370542,-1.275348,3.2572265,9.72378
195370642,-1.4561719,2.9985645,9.880653
195370652,-1.6238233,3.05844,9.650731
195370662,-1.5100598,3.0452673,9.716595
195370672,-1.475332,3.0919702,9.633966
195370682,-1.3867164,3.36141,9.826765
195370692,-1.4034815,3.2943494,9.746532
195370702,-1.346001,3.434458,9.927356
195370712,-2.1088147,3.4081128,9.920171
195370722,0.19040406,4.3685155,9.093889
195370732,2.3998096,4.7553115,10.579999
195370742,-1.047821,4.1565566,9.926159
195370752,-2.598596,3.925437,9.650731
195370762,-2.0237916,3.866759,9.868678
195370772,0.95441526,3.9386096,10.643467
195370782,-1.9232007,3.0488598,11.049422
195370792,-2.7482848,2.445315,11.208692
195370802,-1.9459534,1.9519409,12.063713
195370812,-2.4069946,1.4142591,12.24813
195370822,-2.4848328,0.7424561,12.478052
195370832,-2.217788,0.5292993,12.656481
195370842,-1.4310242,0.63468015,12.47446
195370852,-0.85382444,0.552052,12.357103
195370862,-0.3161426,0.3927832,12.246932
195370872,0.4394861,0.9340576,12.203822
195370882,0.9424402,1.6130457,11.597882
195370892,1.2070899,2.2393432,11.303295
195370902,-1.475332,0.25147706,9.539363
195370912,-0.10298584,1.5208374,9.255553
195370922,1.7411792,3.4691858,10.259067
195370932,0.46343628,2.010619,10.106982
195370942,-0.70772827,1.597478,10.236314
195370952,-0.366438,1.895658,10.065069
195370962,-0.38559815,1.9914588,9.733359
195370971,-0.85382444,1.6549585,9.736952
195370981,-0.9412427,1.4382092,9.659114
195370991,-0.86579955,1.5052698,9.419612
195371001,-1.0190808,1.5172448,9.319021
195371011,-0.9400452,2.0046313,9.19927
195371021,-0.79514647,2.13516,9.105865
195371031,-1.0047107,2.2944288,8.986114
195371041,-0.6706055,2.3315516,8.931027
195371051,-0.8238867,2.3087988,9.078321
195371061,-0.1484912,2.088457,9.144184
195371071,-0.20836669,1.8597326,9.365724
195371081,-0.15208374,1.9495459,9.430389
195371091,-0.2562671,2.027384,9.378897
195371101,-0.44906616,2.066902,9.348959
195371111,-0.4897815,2.1483326,9.351354
195371121,-0.5867798,2.166295,9.425599
195371131,-0.33650026,2.1782703,9.505833
195371141,-0.47660887,2.1722827,9.422007
195371151,-0.64066774,2.205813,9.453142
195371161,-0.5676196,2.2345533,9.495055
195371171,-0.4646338,2.1507275,9.556128
195371181,-0.29099488,2.1219873,9.617201
195371191,-0.37601808,2.1722827,9.751322
195371201,-0.38320312,2.311194,9.714199
195371211,-0.39517823,2.3722668,9.811197
195371221,-0.58438474,2.4824378,9.823173
195371231,-0.676593,2.379452,9.948911
195371241,-0.8238867,2.3315516,10.084229
195371251,-0.8861572,2.2585034,10.2387085
195371261,-1.0645862,2.2321582,10.260263
195371271,-1.1124866,1.9878662,10.353669
195371281,-1.0095007,2.0429516,10.617122
195371291,-0.82867676,2.269281,10.891352
195371301,-0.35326537,2.325564,11.25779
195371311,-0.31734008,2.2920337,11.451786
195371321,-0.7041357,1.971101,12.020603
195371331,-1.1747571,1.3076806,12.464879
195371341,-1.597478,0.5173242,13.030104
