@relation features_window_size_3000

@attribute mean_x numeric
@attribute std_x numeric
@attribute mean_y numeric
@attribute std_y numeric
@attribute mean_z numeric
@attribute std_z numeric
@attribute Activity {hand_wash,not_hand_wash}

@data
-4.90771,1.901328,-6.16976,2.49297,-2.239886,6.122461,hand_wash
-2.938562,1.722595,-6.973631,2.532273,-2.572556,5.027193,hand_wash
-3.274374,1.400422,-6.980006,2.136915,-2.795496,4.500267,hand_wash
-3.225178,2.142932,-7.106305,2.210948,-2.692001,4.321751,hand_wash
-2.522157,1.803394,-7.659431,2.239819,-2.167236,4.528972,hand_wash
-3.465772,1.364711,-6.983975,2.784494,-1.618136,4.876234,hand_wash
-4.833385,1.83404,-5.239394,2.935087,-2.472468,5.981999,hand_wash
-1.96889,1.405371,-7.783922,1.311119,-3.838811,2.668651,hand_wash
-2.567323,0.771246,-7.702345,1.056728,-4.162981,1.690544,hand_wash
-2.727014,2.392274,-5.947081,2.3198,-4.117226,4.787653,hand_wash
-3.476645,1.340038,-6.210715,1.743154,-4.802513,3.509859,hand_wash
-3.230271,2.760956,-5.808852,3.177909,-4.64889,4.255251,hand_wash
-3.614335,2.112634,-6.614686,3.569082,0.291229,6.004525,hand_wash
-4.362987,2.221312,-6.45071,4.484916,1.306887,5.21753,hand_wash
-3.622839,1.712413,-6.766085,2.01954,-2.61456,4.678922,hand_wash
-4.207128,2.191265,-6.840371,3.258446,-1.142613,6.264643,hand_wash
-5.161072,2.039564,-6.129498,3.845043,-0.842244,6.360936,hand_wash
-2.243355,1.9729,-7.641954,2.838476,-2.202046,4.269672,hand_wash
-2.829326,1.4958,-7.277557,3.025855,-1.445797,4.672683,hand_wash
0.76359,3.86081,-3.66138,1.802938,7.975956,1.943295,not_hand_wash
-1.333035,2.750767,-3.990366,0.977896,8.592199,0.755801,not_hand_wash
-2.430442,0.627249,-4.032144,0.457125,8.835565,0.346,not_hand_wash
-2.128291,0.725081,-4.150624,0.48196,8.840432,0.40972,not_hand_wash
-1.072684,1.64982,-3.248771,1.6904,9.135812,0.779745,not_hand_wash
-0.013334,1.585684,-2.968417,1.597075,9.310125,0.763727,not_hand_wash
0.94041,0.42634,-2.60958,1.273419,9.537847,0.513262,not_hand_wash
0.940805,0.05,-3.237767,0.04969,9.413727,0.051166,not_hand_wash
0.941056,0.045208,-3.231041,0.04886,9.416539,0.048915,not_hand_wash
0.946792,0.047936,-3.227513,0.05582,9.416565,0.049515,not_hand_wash
0.95313,0.048615,-3.245002,0.062919,9.407793,0.050661,not_hand_wash
0.956473,0.048802,-3.266967,0.062128,9.397143,0.05029,not_hand_wash
0.958854,0.046582,-3.289802,0.051695,9.387259,0.049098,not_hand_wash
0.958072,0.045853,-3.295009,0.051921,9.38377,0.049097,not_hand_wash
1.868482,2.176251,-3.034412,0.909189,8.75055,2.118667,not_hand_wash
2.108694,2.101308,-2.593845,0.989307,8.85914,2.156337,not_hand_wash
2.330662,2.00061,-2.171714,0.859345,8.967952,2.187832,not_hand_wash
1.638387,0.061458,-2.019122,0.060845,9.706641,0.050272,not_hand_wash
1.613774,0.046073,-2.041797,0.048052,9.705554,0.048734,not_hand_wash
1.608894,0.045425,-2.047641,0.048082,9.705146,0.04871,not_hand_wash
1.604369,0.045641,-2.052117,0.047118,9.703823,0.048438,not_hand_wash
1.600254,0.045781,-2.055744,0.047172,9.703721,0.047768,not_hand_wash
1.594885,0.046038,-2.058634,0.046379,9.703224,0.047701,not_hand_wash
1.591028,0.046561,-2.064797,0.048916,9.703528,0.048051,not_hand_wash
2.811257,2.502131,-1.902864,1.241556,8.678527,2.245474,not_hand_wash
3.228711,2.716277,-3.212939,2.822849,7.386036,2.564521,not_hand_wash
3.000098,2.870231,-5.362138,3.512376,5.478994,2.264824,not_hand_wash
0.029917,3.450426,-6.07753,3.092792,5.670191,2.026831,not_hand_wash
0.267538,2.466651,-6.06788,3.506227,3.13437,5.634566,not_hand_wash
1.460631,1.324881,-6.74667,3.030538,1.080406,5.657654,not_hand_wash
2.116525,2.009855,-6.777148,2.880079,0.115411,5.11342,not_hand_wash
2.035817,2.768774,-7.824483,1.466425,-1.914116,2.985376,not_hand_wash
0.868103,3.55274,-7.673922,1.947566,0.755315,4.088831,not_hand_wash
-0.28594,3.045707,-7.216876,2.411696,2.733578,4.929409,not_hand_wash
0.18735,2.818286,-7.009676,2.441662,1.930715,5.643627,not_hand_wash
1.205373,2.948182,-6.635567,2.400232,-0.915107,5.799076,not_hand_wash
0.848618,3.179389,-6.269455,3.161148,-0.793362,5.719983,not_hand_wash
0.210814,3.139573,-5.805632,3.06171,2.615313,5.957649,not_hand_wash
-0.598957,2.4933,-6.424598,3.162803,4.497085,4.371539,not_hand_wash
-1.105713,2.313758,-6.997294,2.421947,3.615116,4.824232,not_hand_wash
-1.741224,2.709163,-6.635277,4.00252,2.789349,4.687302,not_hand_wash
-2.317033,3.194462,-5.633593,3.820767,0.800648,6.150081,not_hand_wash
-4.82381,4.595628,-4.136537,3.876454,-0.20816,5.585375,not_hand_wash
-3.418768,5.759015,-4.076819,4.079761,0.152872,5.496258,not_hand_wash
-2.606372,6.125187,-4.159847,4.444764,0.833564,5.255037,not_hand_wash
-0.426253,4.559784,-5.002637,4.300689,1.285323,5.945287,not_hand_wash
-1.156688,4.24008,-5.678282,3.122494,1.66216,6.093559,not_hand_wash
-1.468225,4.092067,-5.355418,3.428778,4.155736,5.145346,not_hand_wash
-1.352503,4.2531,-5.209541,3.380401,5.433016,4.026643,not_hand_wash
-0.445959,4.193007,-4.130454,2.915087,6.544352,3.975513,not_hand_wash
0.763749,3.629783,-3.68107,1.712189,7.760019,3.117435,not_hand_wash
2.328387,0.15076,-3.19164,0.282242,9.132186,0.152433,not_hand_wash
1.555627,1.318685,-2.86722,0.795715,9.32734,0.462328,not_hand_wash
0.455517,1.574188,-2.608963,1.08701,9.513397,0.558662,not_hand_wash
-0.408225,1.006155,-2.584311,1.11897,9.634556,0.547226,not_hand_wash
-0.536587,0.522724,-3.047891,0.964614,9.520214,0.431242,not_hand_wash
-0.44837,0.406263,-3.227012,0.500033,9.487796,0.281306,not_hand_wash
-0.734152,0.488537,-2.616959,1.226244,9.634308,0.30256,not_hand_wash
-2.403683,3.223446,-2.058429,1.869804,8.473298,3.20923,not_hand_wash
-3.964235,5.539703,-2.129401,2.508968,6.048566,4.315506,not_hand_wash
-7.235992,6.077156,-2.493399,2.515022,3.328646,3.734049,not_hand_wash
-8.960337,5.722115,-2.673434,2.176291,1.905454,2.227759,not_hand_wash
-1.290945,5.009571,-5.319465,3.429163,3.751637,4.019406,not_hand_wash
0.449672,3.87742,-4.295205,4.829094,5.045493,3.777806,not_hand_wash
0.848985,2.722525,-0.638959,5.72358,7.337686,2.465755,not_hand_wash
-1.267838,2.748348,2.781197,4.317263,8.252523,1.895904,not_hand_wash
-2.259335,2.68049,3.494402,3.563887,7.956661,2.804521,not_hand_wash
-1.709371,3.257756,2.391209,4.151866,7.327292,4.032283,not_hand_wash
0.93622,3.994144,-1.473881,5.692866,5.121874,4.586961,not_hand_wash
3.074526,3.181849,-4.891352,4.866009,3.397357,3.664855,not_hand_wash
4.156688,0.960568,-7.856777,0.505087,2.357861,1.215089,not_hand_wash
3.748207,0.780981,-8.113357,0.451111,2.161244,1.289926,not_hand_wash
3.351101,0.500364,-8.338295,0.313751,2.170512,1.105065,not_hand_wash
3.409487,0.346581,-8.417553,0.247328,1.777762,0.865173,not_hand_wash
3.164548,0.323009,-8.474727,0.267324,2.129253,0.606471,not_hand_wash
2.992624,0.231849,-8.521662,0.243603,2.200278,0.66461,not_hand_wash
2.909971,0.335843,-7.541081,2.524789,3.447891,2.323651,not_hand_wash
2.667171,0.494851,-5.945635,3.061648,5.581905,3.077263,not_hand_wash
2.178788,0.784427,-4.26975,2.645851,7.782891,2.386811,not_hand_wash
-0.097584,3.968807,-4.54835,2.470844,6.372964,3.816082,not_hand_wash
-3.759955,5.117715,-3.863866,3.437335,3.981425,4.011662,not_hand_wash
-6.418997,4.236252,-4.112139,3.68074,0.607199,2.8965,not_hand_wash
-5.415238,4.474635,-3.261457,2.989603,2.86784,4.800171,not_hand_wash
-2.584796,4.04456,-4.094697,1.71504,5.398318,5.243049,not_hand_wash
-0.483222,1.794292,-4.089911,0.724786,8.742248,1.637999,not_hand_wash
-0.245376,0.042327,-4.218674,0.053798,9.015508,0.051347,not_hand_wash
-0.245466,0.042254,-4.245756,0.055172,8.998233,0.052307,not_hand_wash
