@relation features_window_size_4000_extra_cols_True

@attribute mean_x numeric
@attribute std_x numeric
@attribute mean_y numeric
@attribute std_y numeric
@attribute mean_z numeric
@attribute std_z numeric
@attribute median_x numeric
@attribute median_y numeric
@attribute median_z numeric
@attribute rms_x numeric
@attribute rms_y numeric
@attribute rms_z numeric
@attribute Activity {hand_wash,not_hand_wash}

@data
-3.045296,1.574025,-6.944533,2.300647,-2.871957,4.762769,-2.991379,-7.067703,-4.429589,3.428029,7.315704,5.561663,hand_wash
-3.164688,2.023364,-7.055325,2.352089,-2.61523,4.535068,-3.050057,-7.197033,-4.217629,3.756229,7.437065,5.2351,hand_wash
-2.864939,1.802095,-7.150889,2.714546,-1.588698,5.07856,-3.04886,-7.480245,-3.239863,3.384586,7.648789,5.321253,hand_wash
-2.126336,1.313437,-7.77791,1.303185,-3.861299,2.550485,-2.392026,-7.818541,-4.143983,2.499284,7.886328,4.627592,hand_wash
-2.865093,2.168901,-5.873345,2.168043,-4.33866,4.666176,-3.220702,-5.926476,-5.710325,3.593451,6.260718,6.371591,hand_wash
-3.241808,2.527394,-6.032053,2.911638,-4.604914,4.039307,-3.354225,-5.946235,-5.909112,4.110601,6.698007,6.125458,hand_wash
-4.559821,2.268057,-6.490093,3.675148,-1.118421,6.146035,-4.60203,-6.430627,-1.736389,5.092745,7.45842,6.246968,hand_wash
-2.390453,1.879317,-7.519271,2.888884,-1.88316,4.46502,-2.404001,-8.177195,-2.790198,3.04074,8.055128,4.845895,hand_wash
0.015569,3.585888,-3.759398,1.570764,8.207414,1.730245,-2.189048,-3.997288,8.813672,3.585922,4.074356,8.387812,not_hand_wash
-1.557317,2.413819,-4.011973,0.848009,8.666691,0.66763,-2.236948,-4.04878,8.85798,2.872588,4.100615,8.692368,not_hand_wash
-2.304385,0.848863,-4.104514,0.578421,8.809009,0.460188,-2.245331,-4.073928,8.879535,2.45576,4.14507,8.821021,not_hand_wash
-1.361637,1.514103,-3.449942,1.505003,9.077305,0.683376,-2.209405,-4.055965,8.909472,2.036311,3.763925,9.102993,not_hand_wash
-0.567541,1.675652,-3.245512,1.464185,9.205136,0.686428,0.015568,-3.968547,9.000483,1.769156,3.560503,9.230694,not_hand_wash
0.223754,1.433503,-3.037591,1.388493,9.33572,0.663335,0.919687,-3.244653,9.405242,1.45086,3.339891,9.359257,not_hand_wash
0.940185,0.369871,-2.765299,1.135554,9.507276,0.448321,0.941841,-3.221301,9.426797,1.010323,2.989375,9.517841,not_hand_wash
0.942764,0.049116,-3.232214,0.050135,9.415682,0.050599,0.941243,-3.230882,9.416019,0.944043,3.232603,9.415818,not_hand_wash
0.943848,0.047462,-3.231913,0.054468,9.41555,0.049306,0.94244,-3.230882,9.416019,0.945041,3.232372,9.415679,not_hand_wash
0.949725,0.047823,-3.241866,0.059481,9.409736,0.050454,0.949625,-3.240461,9.408834,0.950928,3.242411,9.409872,not_hand_wash
0.954515,0.048203,-3.254115,0.062926,9.403244,0.05093,0.954415,-3.254832,9.404044,0.955732,3.254723,9.403382,not_hand_wash
0.957197,0.048292,-3.275983,0.061247,9.39359,0.050615,0.95681,-3.279979,9.393267,0.958414,3.276555,9.393726,not_hand_wash
0.958185,0.045987,-3.292487,0.051225,9.38514,0.04879,0.958008,-3.293152,9.384884,0.959288,3.292886,9.385267,not_hand_wash
1.641029,1.925565,-3.096172,0.795081,8.910312,1.855732,0.97118,-3.288362,9.384884,2.529975,3.196629,9.101505,not_hand_wash
