@relation tmpv34f85xp

@attribute 146417812 numeric
@attribute -0.0371228 numeric
@attribute -6.4102697 numeric
@attribute 7.4556956 numeric

@data
146424367,-0.807122,-6.801856,-10.787168
146424377,0.238304,-7.180269,-6.988667
146424387,-0.164059,-5.698949,1.780697
146424397,0.197589,-8.040081,2.714755
146424407,1.699266,-10.436297,1.179547
146424417,1.49569,-9.73815,1.462159
146424427,1.258583,-8.055648,-0.087418
146424436,0.142504,-8.818462,-2.356699
146424446,-1.690884,-9.230405,-3.247647
146424456,-3.515889,-8.277187,-5.666616
146424466,-4.105063,-6.848558,-7.99218
146424476,-3.228486,-5.817502,-8.465197
146424486,-1.330433,-6.029462,-8.374186
146424496,0.920885,-6.665339,-7.66526
146424506,2.477648,-6.541996,-6.849756
146424516,2.653682,-7.329957,-7.256909
146424526,2.650089,-7.162306,-9.384884
146424536,1.281335,-6.040239,-7.980205
146424546,-0.270637,-8.777746,-10.400372
146424570,-1.755549,-7.462881,-7.610175
146424580,-3.059638,-6.369554,-6.394702
146424590,-4.446354,-5.425917,-7.40061
146424600,-6.907236,-1.950743,-7.042555
146424610,-7.098838,-0.185614,-8.098759
146424620,-3.592529,-0.523312,-9.153765
146424630,-0.358055,-3.362608,-8.424481
146424640,1.471739,-5.708529,-7.236551
146424650,1.314866,-6.430627,-6.276149
146424660,-0.055085,-6.500083,-5.867798
146424670,-0.723296,-6.370752,-5.397177
146424680,-0.579595,-7.128776,-5.340894
146424690,0.041913,-7.164701,-4.970863
146424700,0.275427,-6.959927,-6.100115
146424710,0.294587,-5.940846,-6.585106
146424720,0.30297,-5.304968,-6.752758
146424730,0.249082,-5.023553,-8.01134
146424740,0.070653,-5.041516,-8.129894
146424750,-0.420326,-4.945715,-8.287965
146424760,-0.411943,-5.097799,-8.677155
146424770,-0.589175,-4.91458,-8.629255
146424780,-1.403482,-4.652326,-8.743019
146424790,-2.052532,-4.940925,-8.638836
146424800,-2.361489,-5.344486,-7.800579
146424810,-2.075284,-6.162386,-7.41498
146424820,-1.690884,-7.334747,-6.716832
146424830,-1.111289,-8.322693,-5.793552
146424840,-0.674198,-8.155042,-5.30377
146424850,-0.555644,-6.528823,-5.725294
146424860,1.196312,-4.873865,-5.263055
146424870,-2.950664,-7.373068,-3.566184
146424880,-3.424878,-7.189848,-5.603148
146424890,-1.847758,-7.147936,-7.236551
146424900,-1.54359,-5.960006,-6.781498
146424909,-2.287244,-4.988826,-5.637876
146424919,-3.275189,-7.117998,-5.910908
146424929,-0.846639,-9.989627,-5.007986
146424939,1.633403,-13.606106,-2.986589
146424949,3.070415,-12.703183,0.920885
146424959,1.684896,-7.734716,0.869392
146424969,-0.793949,-5.817502,-1.17835
146424979,-1.859733,-6.809041,-0.855022
146424989,-2.984194,-10.150093,0.517324
146424999,-3.647615,-13.076807,1.299298
146425009,-3.240461,-13.716277,0.59636
146425019,-2.620151,-12.456496,-1.372346
146425029,-2.296824,-9.639954,-3.450026
146425039,-2.020199,-7.722741,-6.686894
146425049,-2.511178,-7.653285,-7.532336
146425059,-2.367477,-8.647218,-6.884484
146425069,-1.900448,-7.549101,-5.473817
146425079,-2.18306,-5.868995,-5.49178
146425089,-2.883604,-5.031936,-6.113287
146425099,-3.297942,-6.959927,-2.921924
146425109,-1.625021,-9.78605,0.602347
146425119,0.765209,-10.223141,4.205654
146425129,1.556763,-6.616242,5.125342
146425139,1.425037,-7.477251,5.831873
146425149,-0.198787,-8.866363,6.660549
146425159,-1.742377,-8.774154,4.421206
146425169,-2.350712,-9.728569,4.191284
146425179,-1.48611,-7.952662,3.74102
146425189,0.320933,-9.150172,1.463357
146425199,3.076403,-13.426479,0.731679
146425209,3.224894,-14.232404,0.251477
146425219,1.421444,-10.892549,0.35087
146425229,-0.696951,-10.635084,-2.420167
146425239,-2.216591,-13.583353,-2.189048
146425249,-2.887196,-13.680351,0.273032
146425259,-2.78421,-10.451865,-0.646655
146425269,-2.235751,-7.292834,-2.041754
146425279,-1.881288,-4.533772,-1.754352
146425289,-2.22617,-2.820136,-2.060914
146425299,-2.17827,-5.788762,-3.482359
146425309,-2.711162,-9.059161,-3.624862
146425319,-5.234315,-10.606344,-5.334906
146425329,-5.977969,-10.227931,-6.955137
146425339,-4.095483,-7.834109,-8.860374
146425349,-2.148333,-5.740862,-9.651929
146425359,-0.362845,-4.269122,-8.62207
146425368,0.750839,-3.544629,-6.322852
146425378,0.04311,-3.365002,-4.812792
146425388,-0.608335,-3.969745,-4.305047
146425398,-1.162782,-3.713478,-4.641548
146425408,-2.42855,-4.324208,-7.267687
146425425,-3.39015,-4.985233,-9.086704
146425435,-2.555486,-6.066585,-9.837543
146425445,-1.365161,-8.008945,-10.14171
146425455,-0.276625,-11.437416,-7.461683
146425465,-0.088616,-12.305611,-3.042872
146425475,-0.332908,-11.335628,-2.42855
146425485,-0.275427,-9.763297,-1.344804
146425495,-0.520917,-10.262659,-2.251319
146425505,0.031135,-10.209969,0.173639
146425515,1.494492,-11.273357,0.817899
146425525,2.75068,-11.858939,-0.214354
146425535,2.630929,-12.546309,-4.00567
146425545,1.742377,-12.506792,-6.001919
146425555,0.26944,-13.225298,-6.834188
146425565,-0.451461,-13.513898,-6.556366
146425575,-0.949625,-9.923763,-8.303533
146425585,-0.702938,-3.271597,-9.392069
146425595,-0.484991,-0.667013,-8.61728
146425605,0.081431,-5.088219,-6.500083
146425615,-0.60594,-5.295388,-5.878575
146425625,-2.684817,-3.08239,-6.7803
146425635,-3.291954,-1.608256,-5.894143
146425645,-2.847678,-4.706213,-4.113446
146425655,-2.574646,-9.205257,-3.045267
146425665,-1.536405,-8.983718,-3.815266
146425674,-1.675316,-5.633086,-9.145382
146425684,-2.020199,-4.53018,-10.352472
146425694,-1.539998,-4.902605,-7.252119
146425704,-0.92328,-6.261778,-4.851112
146425714,0.053888,-6.764733,-4.240382
146425724,1.114882,-8.484357,-4.140989
146425734,1.142424,-11.355985,-2.211801
146425744,1.357976,-12.723541,1.417852
146425754,-0.227527,-11.092533,3.63085
146425767,-4.285887,-9.656719,-1.556763
146425777,-6.124065,-9.582473,-9.538165
146425787,-5.812712,-6.259384,-9.608818
146425797,-4.544549,-4.784051,-9.629176
146425807,-3.63085,-5.860613,-9.055569
146425817,-2.39981,-6.597081,-5.775589
146425827,-1.619033,-8.323891,-3.590134
146425837,-0.849034,-10.190808,-2.239343
146425847,-0.294587,-11.01709,-2.117197
146425857,0.037123,-10.655442,-1.452579
146425867,0.179626,-9.554931,-1.492097
146425877,-0.881367,-8.110734,-4.551734
146425887,-3.102748,-9.871073,-10.635084
146425897,-3.074008,-10.857821,-5.315746
146425907,-3.272794,-7.904762,0.901725
146425917,-1.916016,-6.108497,2.287244
146425927,-0.568817,-5.883366,2.645299
146425937,-1.088536,-6.10251,0.700543
146425947,-2.659669,-6.549181,-1.233435
146425957,-2.659669,-6.546786,-1.134042
146425967,-2.681224,-7.242539,-1.407074
146425977,-3.254832,-7.467671,-2.967429
146425986,-3.161426,-8.357421,-4.01046
146425996,-2.381847,-9.051976,-3.39015
146426006,-0.914897,-10.540481,-1.239423
146426016,-0.616718,-11.150013,0.713716
146426026,-0.687371,-12.230167,-0.203577
146426036,-0.974773,-11.015892,-0.797542
146426046,-1.56754,-11.059003,-2.266886
146426056,-2.265688,-20.48101,-4.008065
146426066,3.32788,-8.661588,0.978365
146426076,0.056283,-1.512455,-2.972219
146426086,0.760419,1.017883,-4.766089
146426096,-2.038162,-5.550458,-2.74589
146426106,-3.438051,-11.120075,0.550855
146426116,-4.012855,-12.724739,1.468147
146426126,-3.509901,-10.923684,1.177152
146426136,-2.845283,-8.907078,2.487228
146426146,-3.016527,-9.843531,3.885919
146426156,-2.375859,-11.32485,5.20797
146426166,-1.5388,-14.019247,1.975891
146426176,-0.674198,-10.915301,-5.054689
146426186,-4.944518,-3.588937,-1.956731
146426196,-4.942123,-4.561315,-7.686815
146426206,-1.753154,-7.034173,-11.479328
146426216,-2.224973,-8.437654,-5.348079
146426226,-3.192561,-9.508227,-4.00567
146426236,-3.027305,-10.626701,-4.043991
146426246,-2.536326,-10.574011,-3.026107
146426256,-2.533931,-9.332193,-1.810635
146426266,-2.429747,-7.562274,-1.950743
146426276,-1.949546,-6.118077,-2.628534
146426286,-1.446592,-5.994734,-4.343368
146426296,-0.726888,-6.961124,-5.407954
146426306,-0.053888,-7.855664,-5.385201
146426316,0.177231,-8.460406,-4.902605
146426326,0.150886,-8.784931,-5.301376
146426336,-0.286205,-9.14658,-4.633165
146426350,-0.716111,-9.563313,-3.666775
146426360,-1.039438,-9.794433,-2.79858
146426370,-0.993933,-10.232721,-2.317181
146426380,-0.655038,-10.221943,-2.13516
146426390,-0.419128,-9.995614,-2.230961
146426400,-0.65863,-9.375304,-2.411785
146426410,-1.257385,-9.283095,-2.556683
146426420,-1.767524,-9.109457,-2.507585
146426430,-2.09205,-8.565787,-2.529141
146426440,-2.143543,-8.577763,-2.42855
146426450,-2.541116,-8.171806,-1.750759
146426460,-3.222499,-8.436457,-1.262175
146426470,-3.43326,-9.060359,-0.496967
146426480,-3.770958,-9.417217,0.453856
146426490,-4.089496,-9.970467,0.182021
146426500,-4.119433,-9.193282,0.437091
146426510,-3.98172,-7.182663,2.080074
146426520,-3.715873,-5.284611,1.063389
146426530,-3.902684,-5.166057,0.261057
146426540,-3.041675,-6.381529,0.015568
146426550,-3.100353,-6.270161,0.088616
146426560,-4.187692,-8.198152,0.147294
146426570,-3.839216,-10.092612,-2.880011
146426580,-3.677553,-11.961925,-5.636679
146426590,-2.268084,-11.438613,-5.642666
146426600,-1.346001,-11.527229,-5.907316
146426610,-0.958008,-11.030262,-6.11688
146426620,-0.555644,-10.472223,-6.170768
146426630,-0.318538,-9.371712,-5.387597
146426640,0.262255,-8.447234,-3.203339
146426650,-0.329315,-8.031698,-1.52922
146426660,-1.140029,-9.623188,-3.792513
146426670,-0.576002,-9.089099,-5.021158
146426680,0.063468,-9.55972,-5.343288
146426690,0.735271,-8.173004,-3.226091
146426700,0.215552,-7.608977,-2.743495
146426710,-0.25986,-8.070019,-3.482359
146426719,-0.623903,-8.510702,-2.797383
146426729,-1.125659,-7.735913,-0.26465
146426739,-2.251319,-8.27599,-0.475411
146426749,-2.709964,-9.375304,-0.768801
146426759,-2.657274,-10.520124,-1.470542
146426769,-2.190245,-10.948832,-2.235751
146426779,-1.292113,-9.994416,-1.730402
146426789,-0.922083,-8.856782,-1.598675
146426799,-1.019081,-8.709489,-2.041754
146426809,-1.662144,-8.874744,-1.838177
146426819,-2.242936,-9.381291,-0.916095
146426829,-2.567461,-9.538165,-0.25028
146426839,-2.845283,-9.060359,-0.437091
146426849,-2.591411,-9.310638,-1.196312
146426859,-2.658472,-9.523795,0.221539
146426869,-2.999762,-9.56451,0.396376
146426879,-3.293152,-9.200467,-0.993933
146426889,-3.735033,-7.392228,-1.326841
146426899,-3.914659,-6.81383,-1.918411
146426909,-4.199667,-6.865323,-1.440604
146426919,-4.388873,-7.593409,-1.228645
146426929,-4.522995,-8.384963,-1.128054
146426939,-4.448749,-9.078321,-1.228645
146426949,-4.222419,-9.243578,-1.454974
146426959,-4.245172,-8.946595,-0.898132
146426969,-4.27032,-7.903564,-0.444276
146426979,-4.570895,-7.485633,-2.004631
146426989,-4.733756,-7.112011,-2.572251
146426999,-4.411626,-7.307205,-2.422562
146427009,-4.04878,-7.962243,-2.529141
146427019,-3.932622,-8.196955,-2.339934
146427029,-3.602109,-8.88193,-3.478766
146427039,-3.169808,-8.702304,-3.308719
146427049,-2.623744,-8.205337,-3.525469
146427059,-2.561473,-7.571854,-3.543431
146427069,-1.941163,-6.690487,-3.047662
146427079,-2.392625,-6.883286,-4.314628
146427089,-1.385519,-6.070177,-1.373544
146427099,-2.503993,-6.289321,-2.300416
146427109,-2.41897,-7.30481,-5.211563
146427119,-2.048939,-7.620952,-5.330116
146427129,-1.508862,-7.753876,-5.968389
146427139,-1.190325,-8.673563,-6.940767
146427148,-0.95202,-8.774154,-5.629493
146427158,-1.169967,-9.090297,-4.813989
146427168,-1.765129,-7.837701,-3.384163
146427178,-2.232158,-8.951386,-4.511019
146427188,-2.598596,-7.268884,-4.700226
146427198,-3.798501,-6.230643,-6.290519
146427208,-4.585265,-6.910829,-7.368277
146427218,-4.397256,-7.792196,-6.898854
146427228,-4.073928,-9.196875,-6.370752
146427238,-3.598517,-10.311756,-5.698949
146427248,-3.309917,-10.595567,-4.684658
146427258,-3.191364,-10.267448,-4.237987
146427268,-3.283572,-9.462722,-4.358935
146427278,-3.432063,-8.443642,-4.756509
146427288,-3.421285,-7.516769,-5.087021
146427298,-3.448828,-6.783893,-5.428312
146427308,-3.326682,-6.423442,-5.639073
146427318,-3.229684,-6.430627,-5.448669
146427328,-3.173401,-6.630611,-5.131329
146427338,-2.957849,-6.900051,-4.968468
146427348,-2.830913,-6.959927,-4.811594
146427358,-2.781815,-6.860533,-4.819977
146427368,-2.818938,-6.599476,-4.955296
146427378,-2.876418,-6.404282,-5.370832
146427388,-3.066822,-6.110892,-5.351671
146427398,-3.311114,-5.951623,-5.50615
146427408,-3.3662,-5.80433,-5.631888
146427418,-3.362608,-5.80433,-5.81391
146427428,-3.415298,-5.876181,-6.012697
146427438,-3.3662,-6.09772,-5.970784
146427448,-3.209326,-6.417455,-5.860613
146427458,-3.032095,-6.633007,-5.716912
146427468,-3.032095,-6.665339,-5.732479
146427478,-2.957849,-6.452183,-5.696554
146427488,-2.938689,-6.308481,-5.394782
146427498,-3.04886,-6.115683,-5.744454
146427508,-3.11592,-5.730084,-5.719307
146427518,-3.392545,-5.334906,-5.79954
146427528,-3.398533,-5.421127,-6.048622
146427538,-3.426076,-5.518125,-6.476133
146427548,-3.469186,-6.644982,-5.489385
146427558,-3.715873,-6.047424,-4.421206
146427568,-3.960165,-6.098917,-5.490583
146427578,-3.593727,-6.142027,-6.326444
146427588,-2.926714,-6.295309,-7.05453
146427597,-2.688409,-6.882089,-7.138356
146427608,-2.738705,-7.071295,-6.473738
146427617,-3.002157,-6.539601,-4.665498
146427627,-3.606899,-5.934858,-3.723058
146427637,-4.085903,-5.221143,-3.467988
146427647,-4.237987,-5.519322,-4.752916
146427657,-3.913462,-6.362369,-6.055807
146427667,-3.441643,-7.599397,-7.588619
146427677,-2.444117,-8.340655,-7.047345
146427687,-1.866918,-8.570578,-6.422245
146427697,-2.017804,-8.566985,-5.581593
146427707,-2.503993,-7.528744,-5.130132
146427717,-2.596201,-6.122868,-4.185296
146427727,-2.664459,-6.08335,-8.768167
146427737,-3.239264,-4.996011,-3.634442
146427747,-2.12558,-5.46783,-3.799699
146427757,-3.778143,-7.941885,-6.794671
146427767,-2.605781,-9.093889,-6.19352
146427777,-1.900448,-8.951386,-6.292914
146427787,-1.518442,-8.128696,-5.619913
146427797,-1.189127,-7.065308,-6.239026
146427807,-1.550775,-5.125342,-4.951703
146427817,-1.738784,-7.353908,-5.070256
146427827,-1.53401,-7.800579,-4.623585
146427837,-2.603386,-6.767127,-4.144581
146427847,-3.312312,-6.346802,-5.073849
146427857,-3.330275,-6.199508,-5.587581
146427867,-3.102748,-6.599476,-6.259384
146427877,-2.720742,-6.71803,-6.177953
146427887,-2.460883,-6.854546,-6.013894
146427897,-2.298021,-6.792275,-5.858218
146427907,-2.222578,-7.041358,-5.673801
146427917,-2.299219,-7.12638,-5.384004
146427927,-2.441722,-7.226972,-5.204378
146427937,-2.568658,-6.817423,-5.172045
146427947,-2.701582,-6.643784,-4.972061
146427957,-2.761457,-6.604266,-4.955296
146427967,-2.913541,-6.411467,-4.282295
146427977,-3.139871,-6.234236,-3.66438
146427987,-3.229684,-7.164701,-4.945715
146427997,-3.014132,-7.344327,-5.424719
146428007,-2.912344,-6.680907,-4.488266
146428017,-2.719545,-7.652087,-5.197192
146428027,-2.48603,-7.795789,-4.550537
146428037,-2.242936,-7.575447,-4.569697
146428047,-2.406995,-7.509584,-5.148095
146428057,-2.628534,-6.976692,-5.451065
146428067,-2.897973,-6.668932,-5.714517
146428077,-3.085983,-5.882168,-4.851112
146428086,-3.402125,-5.713319,-4.550537
146428096,-3.566184,-6.148015,-4.605623
146428106,-3.729045,-6.489306,-4.964876
146428116,-3.68833,-7.871232,-5.30377
146428126,-3.33746,-9.074729,-7.200626
146428136,-2.312391,-9.51182,-6.403085
146428146,-1.801055,-10.716515,-6.759943
146428156,-1.609453,-9.408834,-4.25116
146428166,-1.498085,-8.614885,-6.507268
146428176,-2.720742,-4.879852,-0.711321
146428186,-0.992736,-4.036806,-0.584385
146428196,-5.107379,-4.121829,-7.541916
146428206,-4.775669,-8.79571,-8.340655
146428216,-3.064427,-8.971744,-6.163583
146428226,-2.606979,-9.283095,-4.259543
146428236,-1.874103,-7.458091,-4.231999
146428246,-2.095642,-5.806725,-4.142186
146428256,-1.308878,-8.485554,-4.580475
146428266,-2.100432,-7.32397,-4.140989
146428276,-3.587739,-7.549101,-3.974535
146428286,-3.973337,-6.932384,-4.212839
146428296,-3.847599,-6.272556,-4.845125
146428306,-3.355422,-6.285729,-5.822292
146428316,-2.732717,-6.023474,-5.253475
146428326,-2.548301,-6.382727,-4.702621
146428336,-2.77942,-6.891669,-4.2799
146428346,-2.820136,-7.110813,-4.043991
146428356,-2.810555,-7.209009,-4.711003
146428366,-3.040477,-7.363488,-5.166057
146428376,-3.159031,-7.549101,-5.405559
146428386,-3.100353,-8.296348,-4.713399
146428396,-3.056045,-8.422086,-3.667972
146428406,-3.107538,-8.317903,-3.472778
146428416,-3.333867,-8.099956,-3.854784
146428426,-3.775748,-5.058281,-4.981641
146428436,-3.821254,-5.391189,-7.262897
146428446,-2.806963,-6.248606,-6.09772
146428456,-2.281256,-7.60299,-4.088298
146428466,-2.353107,-9.153765,-3.447631
146428476,-2.242936,-9.47829,-2.77942
146428486,-2.7411,-9.150172,-2.511178
146428496,-3.398533,-8.436457,-3.127896
146428506,-3.95298,-8.604108,-3.784131
146428516,-3.445235,-7.97302,-4.34696
146428526,-3.08239,-7.284452,-6.640192
146428536,-2.841691,-5.846243,-5.591173
146428546,-3.04886,-6.279741,-5.639073
146428555,-2.876418,-8.123906,-4.5685
146428565,-2.492018,-9.262738,-3.088378
146428575,-2.367477,-9.806408,-2.544708
146428585,-2.39502,-9.17532,-2.896776
146428595,-2.575844,-8.428074,-3.900289
146428605,-2.791395,-7.71795,-4.259543
146428615,-2.967429,-7.232959,-4.678671
146428625,-3.253634,-7.444918,-4.8571
146428635,-3.172203,-7.878417,-4.837939
146428645,-2.941084,-7.39582,-3.709885
146428655,-3.045267,-7.34313,-4.297862
146428665,-3.145858,-6.003117,-5.230722
146428675,-3.008145,-10.393187,-7.42935
146428685,-0.498164,-7.945477,-1.869313
146428695,-0.597557,-8.834029,-2.502795
146428705,-1.545985,-8.695118,-3.750601
146428715,-2.321971,-7.853269,-3.788921
146428725,-3.208129,-6.795868,-3.859574
146428735,-3.752995,-6.148015,-4.618795
146428745,-3.732638,-6.401887,-5.061874
146428755,-3.652405,-7.252119,-4.067941
146428765,-3.695515,-8.21851,-2.724335
146428775,-3.687133,-8.438851,-2.365082
146428785,-3.6548,-8.139474,-2.374662
146428795,-3.489543,-7.92991,-1.469345
146428805,-3.533851,-8.287965,-0.925675
146428815,-3.732638,-8.714278,-0.335303
146428825,-3.738625,-8.869955,-0.244292
146428835,-3.202141,-8.657995,-0.342488
146428845,-3.102748,-8.031698,-1.089734
146428855,-3.065625,-8.725056,-2.568658
146428865,-3.078798,-8.390951,-1.257385
146428875,-3.641627,-8.793314,-1.249003
146428885,-3.681145,-9.127419,-1.337618
146428895,-3.537444,-8.708291,-1.88009
146428905,-3.35662,-8.63165,-2.547103
146428915,-2.876418,-8.349038,-2.593806
146428925,-2.47166,-7.919132,-2.349514
146428935,-2.587819,-7.559879,-2.75547
146428945,-2.863246,-7.806566,-2.737507
146428955,-3.202141,-8.04487,-2.669249
146428965,-3.39494,-8.137079,-2.816543
146428975,-3.288362,-7.533534,-3.349435
146428985,-3.070415,-7.107221,-4.036806
146428995,-2.860851,-6.638994,-4.718188
146429005,-2.775828,-6.031856,-5.051096
146429015,-2.846481,-5.507348,-5.380411
146429025,-2.77463,-5.827083,-5.261858
146429035,-2.525548,-7.072493,-4.522995
146429044,-1.949546,-8.322693,-2.754272
146429054,-1.54359,-7.814949,-2.554288
146429064,-1.985471,-6.547983,-4.629573
146429074,-2.242936,-5.912106,-5.719307
146429084,-2.488425,-6.003117,-5.851033
146429094,-2.658472,-7.031777,-6.500083
146429104,-2.604584,-7.555089,-6.832991
146429114,-1.919608,-7.452103,-6.691685
146429124,-1.84656,-7.398215,-6.461763
146429134,-1.87051,-6.206693,-7.151528
146429144,-1.305286,-6.720425,-8.149054
146429154,-1.147214,-7.517966,-7.076085
146429164,-1.331631,-8.441246,-6.430627
146429174,-1.233435,-9.074729,-6.520441
146429184,-1.544788,-7.3575,-5.637876
146429194,-2.45729,-7.70837,-5.115762
146429204,-5.016368,-9.48308,-1.941163
146429214,-9.229208,-12.693604,0.920885
146429224,-8.036488,-13.322296,-0.984353
146429234,-4.853507,-10.970387,-4.035608
146429244,-2.155518,-8.770561,-6.520441
146429254,-1.107697,-6.025869,-7.721543
146429264,-2.077679,-5.858218,-8.992101
146429274,-2.842888,-6.580316,-7.868837
146429284,-3.594924,-6.12167,-6.353987
146429294,-4.430786,-5.943241,-5.755232
146429304,-4.756509,-5.449867,-4.464316
146429314,-4.083508,-2.612966,-4.408033
146429324,-3.408113,0.912502,-4.774471
146429334,-4.913382,-1.550775,-3.815266
146429344,-5.822292,-6.644982,-3.685935
146429354,-6.570736,-11.008707,-7.0689
146429364,-6.060597,-10.934462,-5.985154
146429374,-6.4438,-10.050699,-6.40069
146429384,-5.51573,-7.4054,-4.145779
146429394,-4.734953,-5.845045,-4.93374
146429404,-5.066664,-5.405559,-6.142027
146429414,-4.467909,-4.049978,-6.267766
146429424,-4.393663,-3.743416,-6.471343
146429434,-4.496649,-4.059558,-6.591094
146429444,-4.477489,-4.58766,-6.367159
146429454,-4.415218,-5.400769,-5.172045
146429464,-4.598437,-7.043753,-3.95777
146429474,-4.91937,-8.431666,-2.733915
146429484,-4.864285,-9.474697,-2.020199
146429494,-4.561315,-9.714199,-2.011817
146429504,-4.160149,-8.940608,-2.430945
146429513,-3.755391,-7.658075,-3.824846
146429523,-3.608097,-6.964717,-5.150489
146429533,-3.398533,-7.173083,-5.82349
146429543,-2.961442,-7.628137,-5.564828
146429553,-2.887196,-8.297545,-5.041516
146429563,-2.902764,-8.625663,-4.495451
146429573,-2.986589,-8.968151,-3.94819
146429583,-2.925516,-8.68434,-3.562592
146429593,-3.047662,-8.363408,-3.788921
146429629,-3.035687,-8.25683,-3.755391
146429639,-3.188968,-8.454419,-3.822451
146429649,-3.045267,-8.238867,-3.621269
146429658,-2.751877,-8.246052,-3.923042
146429668,-2.313589,-8.351433,-3.889512
146429678,-2.078877,-8.048463,-3.864364
146429688,-2.024989,-7.553892,-3.887117
146429698,-2.129172,-6.993457,-3.815266
146429708,-2.599794,-6.763535,-3.632047
146429718,-3.011737,-7.228169,-3.384163
146429728,-3.363805,-7.619755,-3.216511
146429738,-3.485951,-7.970625,-3.357817
146429748,-3.288362,-8.054451,-3.479963
146429758,-3.130291,-7.836504,-3.690725
146429768,-2.944676,-7.638915,-3.860771
146429778,-2.998565,-7.60299,-3.97693
146429788,-2.891986,-7.468868,-3.865562
146429798,-2.960244,-7.559879,-3.861969
146429808,-2.896776,-7.559879,-3.864364
146429818,-2.938689,-7.473659,-3.853586
146429828,-2.929109,-7.435338,-3.937412
146429838,-2.805765,-7.279662,-3.99609
146429848,-2.747088,-7.452103,-3.951782
146429858,-2.556683,-6.889274,-3.359015
146429868,-2.550696,-7.077283,-4.562512
146429878,-2.331552,-6.595884,-4.60203
146429888,-2.321971,-6.381529,-4.889432
146429898,-2.694397,-6.3959,-4.778064
146429908,-3.002157,-6.474935,-4.712201
146429918,-3.064427,-7.006629,-5.053491
146429928,-3.251239,-7.452103,-4.484674
146429938,-2.994972,-8.010143,-3.623665
146429948,-2.797383,-8.363408,-4.017645
146429958,-2.705174,-8.083191,-3.944597
146429968,-3.227289,-7.67963,-4.180507
146429978,-3.806884,-7.623347,-4.520599
146429988,-3.718268,-7.822134,-4.720583
146429998,-3.438051,-8.281978,-4.764891
146430008,-3.139871,-8.246052,-4.829557
146430018,-2.81295,-7.787406,-4.86668
146430028,-2.730322,-7.652087,-5.114564
146430038,-2.919529,-7.624545,-5.030738
146430048,-3.03928,-7.522757,-4.798422
146430058,-3.179388,-7.419771,-4.693041
146430068,-3.344645,-7.529942,-4.53976
146430078,-3.300337,-7.591014,-4.520599
146430088,-3.244054,-7.610175,-4.363726
146430098,-3.099155,-7.720345,-4.460724
146430108,-2.986589,-7.608977,-4.594845
146430117,-2.990182,-7.549101,-4.693041
146430127,-3.026107,-7.467671,-4.707411
146430137,-2.878814,-7.478448,-4.635561
146430147,-2.882406,-7.527546,-4.60682
146430157,-2.868036,-7.486831,-4.406836
146430167,-2.842888,-7.465276,-4.321813
146430177,-2.893184,-7.478448,-4.249962
146430187,-2.888394,-7.440128,-4.26553
146430197,-2.906356,-7.484436,-4.30385
146430207,-3.030897,-7.490424,-4.249962
146430217,-2.914739,-7.564669,-4.282295
146430227,-2.811753,-7.649692,-4.28948
146430237,-2.676434,-7.68442,-4.3278
146430247,-2.703977,-7.610175,-4.173322
146430257,-2.675237,-7.884404,-4.515809
146430267,-2.363884,-8.089178,-4.3757
146430277,-1.898053,-7.682025,-3.884722
146430287,-2.281256,-7.623347,-4.067941
146430297,-2.759063,-7.67963,-4.149371
146430307,-3.018922,-7.628137,-3.578159
146430317,-3.439248,-7.897577,-3.68833
146430327,-3.305127,-8.114327,-3.774551
146430337,-2.927911,-8.990903,-4.35175
146430347,-2.524351,-9.316626,-4.557722
146430357,-1.85614,-8.865165,-4.675078
146430367,-1.337618,-7.831714,-4.955296
146430377,-1.419049,-6.682105,-5.186415
146430387,-2.074087,-6.148015,-5.288203
146430397,-2.579436,-6.228248,-5.033133
146430407,-2.978207,-6.886878,-4.576882
146430417,-2.949467,-7.448511,-3.970943
146430427,-2.560276,-7.876022,-3.41889
146430437,-2.143543,-7.995773,-3.230882
146430447,-1.804647,-8.026908,-3.297942
146430457,-1.732797,-7.96823,-3.64522
146430467,-1.858535,-7.588619,-3.605702
146430477,-2.250121,-7.046147,-3.246449
146430487,-2.626139,-6.710845,-3.260819
146430497,-2.908751,-6.301296,-3.076403
146430507,-3.239264,-5.926476,-3.317102
146430517,-3.36141,-5.858218,-4.277505
146430527,-3.293152,-6.127657,-4.805607
146430537,-3.168611,-6.973099,-5.265451
146430546,-2.978207,-8.029303,-5.266648
146430556,-2.844086,-8.52627,-5.418732
146430566,-2.920726,-8.558602,-5.223537
146430576,-3.06323,-8.428074,-5.428312
146430586,-3.169808,-8.515491,-5.021158
146430596,-3.388953,-8.822055,-4.515809
146430606,-3.676355,-8.801697,-3.194956
146430616,-4.060756,-8.29036,-1.423839
146430626,-4.513414,-8.241262,-1.920806
146430636,-5.009183,-6.919211,-3.079995
146430646,-5.425917,-4.793632,-4.533772
146430656,-5.163662,-4.64993,-7.289242
146430666,-4.017645,-6.253396,-8.066425
146430676,-3.259622,-8.425678,-5.897736
146430686,-3.175796,-9.319021,-3.606899
146430696,-3.720663,-8.467591,-1.525627
146430706,-4.513414,-6.855743,-1.585503
146430716,-5.106182,-5.545668,-3.017724
146430726,-5.22713,-5.028344,-4.442761
146430736,-5.289401,-5.060676,-4.667893
146430746,-5.356461,-5.611531,-3.593727
146430756,-5.182822,-8.111931,-8.787327
146430766,-3.616479,-7.642508,-6.82341
